"Runtime","Processor","MatrixSize","MatrixOperation","Trial"
0.0514116287231445,"TPU",40,"Addition",5
0.0486059188842773,"TPU",80,"Addition",1
0.0495848655700684,"TPU",80,"Addition",2
0.0475516319274902,"TPU",80,"Addition",3
0.0506553649902344,"TPU",80,"Addition",4
0.0501010417938232,"TPU",80,"Addition",5
0.0508589744567871,"TPU",160,"Addition",1
0.0483105182647705,"TPU",160,"Addition",2
0.0501906871795654,"TPU",160,"Addition",3
0.0483167171478271,"TPU",160,"Addition",4
0.0636186599731445,"TPU",160,"Addition",5
0.0564055442810059,"TPU",320,"Addition",1
0.0578646659851074,"TPU",320,"Addition",2
0.0504350662231445,"TPU",320,"Addition",3
0.0510258674621582,"TPU",320,"Addition",4
0.0480949878692627,"TPU",320,"Addition",5
0.0496189594268799,"TPU",640,"Addition",1
0.0493457317352295,"TPU",640,"Addition",2
0.048046350479126,"TPU",640,"Addition",3
0.0479683876037598,"TPU",640,"Addition",4
0.0487086772918701,"TPU",640,"Addition",5
0.0481216907501221,"TPU",1280,"Addition",1
0.0588912963867188,"TPU",1280,"Addition",2
0.0478363037109375,"TPU",1280,"Addition",3
0.0495355129241943,"TPU",1280,"Addition",4
0.0501439571380615,"TPU",1280,"Addition",5
0.0296909809112549,"TPU",10,"Multiplication",1
0.0289568901062012,"TPU",10,"Multiplication",2
0.0300099849700928,"TPU",10,"Multiplication",3
0.0309040546417236,"TPU",10,"Multiplication",4
0.0294871330261231,"TPU",10,"Multiplication",5
0.0292346477508545,"TPU",20,"Multiplication",1
0.0587072372436523,"TPU",20,"Multiplication",2
0.0410895347595215,"TPU",20,"Multiplication",3
0.0306141376495361,"TPU",20,"Multiplication",4
0.0295040607452393,"TPU",20,"Multiplication",5
0.0294413566589356,"TPU",40,"Multiplication",1
0.0314853191375732,"TPU",40,"Multiplication",2
0.0294308662414551,"TPU",40,"Multiplication",3
0.0298149585723877,"TPU",40,"Multiplication",4
0.0313465595245361,"TPU",40,"Multiplication",5
0.0289900302886963,"TPU",80,"Multiplication",1
0.0296461582183838,"TPU",80,"Multiplication",2
0.0338876247406006,"TPU",80,"Multiplication",3
0.0300261974334717,"TPU",80,"Multiplication",4
0.0301511287689209,"TPU",80,"Multiplication",5
0.0360574722290039,"TPU",160,"Multiplication",1
0.0311474800109863,"TPU",160,"Multiplication",2
0.0314915180206299,"TPU",160,"Multiplication",3
0.0307161808013916,"TPU",160,"Multiplication",4
0.0293619632720947,"TPU",160,"Multiplication",5
0.0309391021728516,"TPU",320,"Multiplication",1
0.0291998386383057,"TPU",320,"Multiplication",2
0.0293865203857422,"TPU",320,"Multiplication",3
0.0316312313079834,"TPU",320,"Multiplication",4
0.0289733409881592,"TPU",320,"Multiplication",5
0.0305857658386231,"TPU",640,"Multiplication",1
0.0288748741149902,"TPU",640,"Multiplication",2
0.0300977230072021,"TPU",640,"Multiplication",3
0.0288946628570557,"TPU",640,"Multiplication",4
0.0300467014312744,"TPU",640,"Multiplication",5
0.0318892002105713,"TPU",1280,"Multiplication",1
0.0286502838134766,"TPU",1280,"Multiplication",2
0.0289161205291748,"TPU",1280,"Multiplication",3
0.0506925582885742,"TPU",1280,"Multiplication",4
0.0291135311126709,"TPU",1280,"Multiplication",5
0.0229549407958984,"TPU",10,"Inversion",1
0.0185117721557617,"TPU",10,"Inversion",2
0.0189206600189209,"TPU",10,"Inversion",3
0.0204586982727051,"TPU",10,"Inversion",4
0.0186183452606201,"TPU",10,"Inversion",5
0.019061803817749,"TPU",20,"Inversion",1
0.0196142196655273,"TPU",20,"Inversion",2
0.0186550617218018,"TPU",20,"Inversion",3
0.0216310024261475,"TPU",20,"Inversion",4
0.0193188190460205,"TPU",20,"Inversion",5
0.0232822895050049,"TPU",40,"Inversion",1
0.0192148685455322,"TPU",40,"Inversion",2
0.0187003612518311,"TPU",40,"Inversion",3
0.0192849636077881,"TPU",40,"Inversion",4
0.0199182033538818,"TPU",40,"Inversion",5
0.0189216136932373,"TPU",80,"Inversion",1
0.0189495086669922,"TPU",80,"Inversion",2
0.0185489654541016,"TPU",80,"Inversion",3
0.0187323093414307,"TPU",80,"Inversion",4
0.019188404083252,"TPU",80,"Inversion",5
0.0186076164245605,"TPU",160,"Inversion",1
0.0183107852935791,"TPU",160,"Inversion",2
0.018754243850708,"TPU",160,"Inversion",3
0.0211780071258545,"TPU",160,"Inversion",4
0.0187637805938721,"TPU",160,"Inversion",5
0.019939661026001,"TPU",320,"Inversion",1
0.0184707641601562,"TPU",320,"Inversion",2
0.0308523178100586,"TPU",320,"Inversion",3
0.0201928615570068,"TPU",320,"Inversion",4
0.0197863578796387,"TPU",320,"Inversion",5
0.0205645561218262,"TPU",640,"Inversion",1
0.0186507701873779,"TPU",640,"Inversion",2
0.0208594799041748,"TPU",640,"Inversion",3
0.0192692279815674,"TPU",640,"Inversion",4
0.0208783149719238,"TPU",640,"Inversion",5
0.020460844039917,"TPU",1280,"Inversion",1
0.020794153213501,"TPU",1280,"Inversion",2
0.019881010055542,"TPU",1280,"Inversion",3
0.0189297199249268,"TPU",1280,"Inversion",4
0.0190236568450928,"TPU",1280,"Inversion",5
